"No.","Time","Source","Destination","Protocol","Length","Info"
"1591","215.192548659","52.85.132.73","100.94.78.223","TCP","66","443  >  47546 [ACK] Seq=4118506 Ack=12653 Win=123392 Len=0 TSval=954174620 TSecr=2375269058"
"1592","215.192641613","52.85.132.73","100.94.78.223","TLSv1.3","8634","Continuation Data"
"1593","215.193535402","100.94.78.223","52.85.132.73","TCP","78","[TCP Dup ACK 1578#6] 47546  >  443 [ACK] Seq=12653 Ack=4064242 Win=3170304 Len=0 TSval=2375269069 TSecr=954174613 SLE=4065670 SRE=4127074"
"1594","215.193599811","52.85.132.73","100.94.78.223","TLSv1.3","8634","Continuation Data"
"1595","215.194459151","100.94.78.223","52.85.132.73","TCP","78","[TCP Dup ACK 1578#7] 47546  >  443 [ACK] Seq=12653 Ack=4064242 Win=3170304 Len=0 TSval=2375269070 TSecr=954174613 SLE=4065670 SRE=4135642"
"1596","215.194529155","52.85.132.73","100.94.78.223","TLSv1.3","8634","Continuation Data"
"1597","215.195359645","100.94.78.223","52.85.132.73","TCP","78","[TCP Dup ACK 1578#8] 47546  >  443 [ACK] Seq=12653 Ack=4064242 Win=3170304 Len=0 TSval=2375269071 TSecr=954174613 SLE=4065670 SRE=4144210"
"1598","215.195429238","52.85.132.73","100.94.78.223","TLSv1.3","8634","Continuation Data"
"1599","215.196261856","52.85.132.73","100.94.78.223","TLSv1.3","2922","Continuation Data"
"1600","215.196264633","100.94.78.223","52.85.132.73","TCP","78","[TCP Dup ACK 1578#9] 47546  >  443 [ACK] Seq=12653 Ack=4064242 Win=3170304 Len=0 TSval=2375269072 TSecr=954174613 SLE=4065670 SRE=4155634"
"1601","215.196352739","52.85.132.73","100.94.78.223","TLSv1.3","1494","Continuation Data"
"1602","215.196843760","52.85.132.73","100.94.78.223","SSLv2","8634","Encrypted Data, Continuation Data"
"1603","215.197165134","100.94.78.223","52.85.132.73","TCP","78","[TCP Dup ACK 1578#10] 47546  >  443 [ACK] Seq=12653 Ack=4064242 Win=3170304 Len=0 TSval=2375269073 TSecr=954174613 SLE=4065670 SRE=4165630"
"1604","215.197801989","52.85.132.73","100.94.78.223","TLSv1.3","8634","Continuation Data"
"1605","215.198622561","52.85.132.73","100.94.78.223","TLSv1.3","1494","[TCP Fast Retransmission] , Application Data"
"1606","215.198627835","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12653 Ack=4174198 Win=3106944 Len=0 TSval=2375269075 TSecr=954174626"
"1607","215.198897279","52.85.132.73","100.94.78.223","TLSv1.3","4350","Continuation Data"
"1608","215.198900008","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12653 Ack=4178482 Win=3150464 Len=0 TSval=2375269075 TSecr=954174626"
"1609","215.199690364","52.85.132.73","100.94.78.223","TLSv1.3","4350","Continuation Data"
"1610","215.199698199","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12653 Ack=4182766 Win=3167360 Len=0 TSval=2375269076 TSecr=954174627"
"1611","215.200573654","52.85.132.73","100.94.78.223","TLSv1.3","4350","Continuation Data"
"1612","215.200576389","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12653 Ack=4187050 Win=3167360 Len=0 TSval=2375269077 TSecr=954174628"
"1613","215.201152428","52.85.132.73","100.94.78.223","TLSv1.3","4350","Continuation Data"
"1614","215.201156603","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12653 Ack=4191334 Win=3167360 Len=0 TSval=2375269077 TSecr=954174629"
"1615","215.201869371","52.85.132.73","100.94.78.223","TLSv1.3","4350","Continuation Data"
"1616","215.201878841","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12653 Ack=4195618 Win=3167360 Len=0 TSval=2375269078 TSecr=954174629"
"1617","215.202658656","52.85.132.73","100.94.78.223","TLSv1.3","2111","Continuation Data"
"1618","215.202665479","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12653 Ack=4197663 Win=3168640 Len=0 TSval=2375269079 TSecr=954174630"
"1619","215.240944700","52.85.132.73","100.94.78.223","TCP","8634","443  >  47546 [PSH, ACK] Seq=4197663 Ack=12653 Win=123392 Len=8568 TSval=954174668 TSecr=2375269079 [TCP segment of a reassembled PDU]"
"1620","215.240987297","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12653 Ack=4206231 Win=3170304 Len=0 TSval=2375269117 TSecr=954174668"
"1621","215.241419222","52.85.132.73","100.94.78.223","TLSv1.3","7904","Application Data"
"1622","215.241780481","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12653 Ack=4214069 Win=3170304 Len=0 TSval=2375269118 TSecr=954174669"
"1623","215.242277863","52.85.132.73","100.94.78.223","TCP","8634","443  >  47546 [PSH, ACK] Seq=4214069 Ack=12653 Win=123392 Len=8568 TSval=954174670 TSecr=2375269079 [TCP segment of a reassembled PDU]"
"1624","215.242294343","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12653 Ack=4222637 Win=3170304 Len=0 TSval=2375269118 TSecr=954174670"
"1625","215.243221100","52.85.132.73","100.94.78.223","TLSv1.3","7206","Application Data"
"1626","215.243260697","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12653 Ack=4229777 Win=3170304 Len=0 TSval=2375269119 TSecr=954174671"
"1627","215.243271340","52.85.132.73","100.94.78.223","TCP","1494","443  >  47546 [PSH, ACK] Seq=4229777 Ack=12653 Win=123392 Len=1428 TSval=954174671 TSecr=2375269079 [TCP segment of a reassembled PDU]"
"1628","215.244269172","52.85.132.73","100.94.78.223","TCP","8634","443  >  47546 [PSH, ACK] Seq=4231205 Ack=12653 Win=123392 Len=8568 TSval=954174672 TSecr=2375269079 [TCP segment of a reassembled PDU]"
"1629","215.244287799","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12653 Ack=4239773 Win=3170304 Len=0 TSval=2375269120 TSecr=954174671"
"1630","215.245218298","52.85.132.73","100.94.78.223","TLSv1.3","8634","Application Data"
"1631","215.245243785","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12653 Ack=4248341 Win=3170304 Len=0 TSval=2375269121 TSecr=954174673"
"1632","215.246225045","52.85.132.73","100.94.78.223","TLSv1.3","8634","Application Data"
"1633","215.246272545","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12653 Ack=4256909 Win=3170304 Len=0 TSval=2375269122 TSecr=954174674"
"1634","215.247139593","52.85.132.73","100.94.78.223","TCP","7206","[TCP Previous segment not captured] 443  >  47546 [PSH, ACK] Seq=4258337 Ack=12653 Win=123392 Len=7140 TSval=954174675 TSecr=2375269079 [TCP segment of a reassembled PDU]"
"1635","215.247153367","100.94.78.223","52.85.132.73","TCP","78","[TCP Dup ACK 1633#1] 47546  >  443 [ACK] Seq=12653 Ack=4256909 Win=3170304 Len=0 TSval=2375269123 TSecr=954174674 SLE=4258337 SRE=4265477"
"1636","215.248113325","52.85.132.73","100.94.78.223","TCP","8634","443  >  47546 [PSH, ACK] Seq=4265477 Ack=12653 Win=123392 Len=8568 TSval=954174676 TSecr=2375269079 [TCP segment of a reassembled PDU], Application Data"
"1637","215.248123371","100.94.78.223","52.85.132.73","TCP","78","[TCP Dup ACK 1633#2] 47546  >  443 [ACK] Seq=12653 Ack=4256909 Win=3170304 Len=0 TSval=2375269124 TSecr=954174674 SLE=4258337 SRE=4274045"
"1638","215.249069742","52.85.132.73","100.94.78.223","TCP","8634","443  >  47546 [PSH, ACK] Seq=4274045 Ack=12653 Win=123392 Len=8568 TSval=954174677 TSecr=2375269079 [TCP segment of a reassembled PDU]"
"1639","215.249075335","100.94.78.223","52.85.132.73","TCP","78","[TCP Dup ACK 1633#3] 47546  >  443 [ACK] Seq=12653 Ack=4256909 Win=3170304 Len=0 TSval=2375269125 TSecr=954174674 SLE=4258337 SRE=4282613"
"1640","215.250055277","52.85.132.73","100.94.78.223","TLSv1.3","8634","Application Data"
"1641","215.250965767","100.94.78.223","52.85.132.73","TCP","78","[TCP Dup ACK 1633#4] 47546  >  443 [ACK] Seq=12653 Ack=4256909 Win=3170304 Len=0 TSval=2375269126 TSecr=954174674 SLE=4258337 SRE=4291181"
"1642","215.251031088","52.85.132.73","100.94.78.223","TLSv1.3","8634","Application Data"
"1643","215.251952202","52.85.132.73","100.94.78.223","TCP","2922","443  >  47546 [ACK] Seq=4299749 Ack=12653 Win=123392 Len=2856 TSval=954174679 TSecr=2375269117 [TCP segment of a reassembled PDU]"
"1644","215.251963562","100.94.78.223","52.85.132.73","TCP","78","[TCP Dup ACK 1633#5] 47546  >  443 [ACK] Seq=12653 Ack=4256909 Win=3170304 Len=0 TSval=2375269128 TSecr=954174674 SLE=4258337 SRE=4302605"
"1645","215.251968761","52.85.132.73","100.94.78.223","TCP","1494","443  >  47546 [PSH, ACK] Seq=4302605 Ack=12653 Win=123392 Len=1428 TSval=954174679 TSecr=2375269117 [TCP segment of a reassembled PDU]"
"1646","215.252420293","52.85.132.73","100.94.78.223","TCP","8634","443  >  47546 [PSH, ACK] Seq=4304033 Ack=12653 Win=123392 Len=8568 TSval=954174680 TSecr=2375269117 [TCP segment of a reassembled PDU]"
"1647","215.252858331","100.94.78.223","52.85.132.73","TCP","78","[TCP Dup ACK 1633#6] 47546  >  443 [ACK] Seq=12653 Ack=4256909 Win=3170304 Len=0 TSval=2375269129 TSecr=954174674 SLE=4258337 SRE=4312601"
"1648","215.253344147","52.85.132.73","100.94.78.223","TLSv1.3","2922","Application Data"
"1649","215.253428764","52.85.132.73","100.94.78.223","TCP","4350","443  >  47546 [ACK] Seq=4315457 Ack=12653 Win=123392 Len=4284 TSval=954174681 TSecr=2375269118 [TCP segment of a reassembled PDU]"
"1650","215.253482273","52.85.132.73","100.94.78.223","TCP","1494","443  >  47546 [PSH, ACK] Seq=4319741 Ack=12653 Win=123392 Len=1428 TSval=954174681 TSecr=2375269118 [TCP segment of a reassembled PDU]"
"1651","215.254204046","100.94.78.223","52.85.132.73","TCP","78","[TCP Dup ACK 1633#7] 47546  >  443 [ACK] Seq=12653 Ack=4256909 Win=3170304 Len=0 TSval=2375269130 TSecr=954174674 SLE=4258337 SRE=4321169"
"1652","215.254448211","52.85.132.73","100.94.78.223","TLSv1.3","8634","Application Data, Application Data"
"1653","215.255319352","100.94.78.223","52.85.132.73","TCP","78","[TCP Dup ACK 1633#8] 47546  >  443 [ACK] Seq=12653 Ack=4256909 Win=3170304 Len=0 TSval=2375269131 TSecr=954174674 SLE=4258337 SRE=4329737"
"1654","215.255436457","52.85.132.73","100.94.78.223","TCP","8634","443  >  47546 [PSH, ACK] Seq=4329737 Ack=12653 Win=123392 Len=8568 TSval=954174683 TSecr=2375269120 [TCP segment of a reassembled PDU]"
"1655","215.256283788","100.94.78.223","52.85.132.73","TCP","78","[TCP Dup ACK 1633#9] 47546  >  443 [ACK] Seq=12653 Ack=4256909 Win=3170304 Len=0 TSval=2375269132 TSecr=954174674 SLE=4258337 SRE=4338305"
"1656","215.256349323","52.85.132.73","100.94.78.223","TLSv1.3","8634","Application Data"
"1657","215.257208172","100.94.78.223","52.85.132.73","TCP","78","[TCP Dup ACK 1633#10] 47546  >  443 [ACK] Seq=12653 Ack=4256909 Win=3170304 Len=0 TSval=2375269132 TSecr=954174674 SLE=4258337 SRE=4346873"
"1658","215.257331709","52.85.132.73","100.94.78.223","TLSv1.3","8634","Application Data"
"1659","215.258157816","100.94.78.223","52.85.132.73","TCP","78","[TCP Dup ACK 1633#11] 47546  >  443 [ACK] Seq=12653 Ack=4256909 Win=3170304 Len=0 TSval=2375269133 TSecr=954174674 SLE=4258337 SRE=4355441"
"1660","215.258199554","52.85.132.73","100.94.78.223","TLSv1.3","1494","[TCP Fast Retransmission] , Application Data"
"1661","215.258224973","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12653 Ack=4355441 Win=3113088 Len=0 TSval=2375269134 TSecr=954174686"
"1662","215.258367178","52.85.132.73","100.94.78.223","TCP","1495","[TCP Previous segment not captured] 443  >  47546 [PSH, ACK] Seq=4356869 Ack=12653 Win=123392 Len=1429 TSval=954174686 TSecr=2375269124 [TCP segment of a reassembled PDU], Application Data"
"1663","215.258370823","100.94.78.223","52.85.132.73","TCP","78","[TCP Dup ACK 1661#1] 47546  >  443 [ACK] Seq=12653 Ack=4355441 Win=3113088 Len=0 TSval=2375269134 TSecr=954174686 SLE=4356869 SRE=4358298"
"1664","215.281002242","52.85.132.73","100.94.78.223","TCP","1494","[TCP Retransmission] 443  >  47546 [ACK] Seq=4355441 Ack=12653 Win=123392 Len=1428 TSval=954174709 TSecr=2375269134"
"1665","215.281020943","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12653 Ack=4358298 Win=3167616 Len=0 TSval=2375269157 TSecr=954174709"
"1666","224.707576854","100.94.78.223","52.85.132.73","TLSv1.3","163","Application Data"
"1667","224.757001349","52.85.132.73","100.94.78.223","TCP","66","443  >  47546 [ACK] Seq=4358298 Ack=12750 Win=123392 Len=0 TSval=954184185 TSecr=2375278584"
"1668","225.169112577","52.85.132.73","100.94.78.223","TCP","8634","443  >  47546 [PSH, ACK] Seq=4358298 Ack=12750 Win=123392 Len=8568 TSval=954184597 TSecr=2375278584 [TCP segment of a reassembled PDU]"
"1669","225.169255535","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12750 Ack=4366866 Win=3170304 Len=0 TSval=2375279045 TSecr=954184597"
"1670","225.169592896","52.85.132.73","100.94.78.223","TLSv1.3","7904","Application Data"
"1671","225.169604966","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12750 Ack=4374704 Win=3170304 Len=0 TSval=2375279046 TSecr=954184597"
"1672","225.170429773","52.85.132.73","100.94.78.223","TCP","8634","443  >  47546 [PSH, ACK] Seq=4374704 Ack=12750 Win=123392 Len=8568 TSval=954184598 TSecr=2375278584 [TCP segment of a reassembled PDU]"
"1673","225.170704379","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12750 Ack=4383272 Win=3170304 Len=0 TSval=2375279047 TSecr=954184598"
"1674","225.171442004","52.85.132.73","100.94.78.223","TLSv1.3","8634","Application Data"
"1675","225.171485448","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12750 Ack=4391840 Win=3170304 Len=0 TSval=2375279048 TSecr=954184599"
"1676","225.172422127","52.85.132.73","100.94.78.223","TLSv1.3","8634","Application Data"
"1677","225.172516018","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12750 Ack=4400408 Win=3170304 Len=0 TSval=2375279049 TSecr=954184600"
"1678","225.173357593","52.85.132.73","100.94.78.223","TCP","8634","443  >  47546 [PSH, ACK] Seq=4400408 Ack=12750 Win=123392 Len=8568 TSval=954184601 TSecr=2375278584 [TCP segment of a reassembled PDU]"
"1679","225.173379346","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12750 Ack=4408976 Win=3170304 Len=0 TSval=2375279049 TSecr=954184601"
"1680","225.174334935","52.85.132.73","100.94.78.223","TLSv1.3","8634","Application Data"
"1681","225.174347438","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12750 Ack=4417544 Win=3170304 Len=0 TSval=2375279050 TSecr=954184602"
"1682","225.175362934","52.85.132.73","100.94.78.223","TCP","7206","443  >  47546 [ACK] Seq=4417544 Ack=12750 Win=123392 Len=7140 TSval=954184603 TSecr=2375278584 [TCP segment of a reassembled PDU]"
"1683","225.175478613","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12750 Ack=4424684 Win=3170304 Len=0 TSval=2375279052 TSecr=954184603"
"1684","225.175709384","100.94.78.223","52.85.132.73","TLSv1.3","101","Application Data"
"1685","225.176261166","52.85.132.73","100.94.78.223","TCP","8634","[TCP Previous segment not captured] 443  >  47546 [PSH, ACK] Seq=4426112 Ack=12750 Win=123392 Len=8568 TSval=954184604 TSecr=2375278584 [TCP segment of a reassembled PDU]"
"1686","225.176270504","100.94.78.223","52.85.132.73","TCP","78","[TCP Dup ACK 1683#1] 47546  >  443 [ACK] Seq=12785 Ack=4424684 Win=3170304 Len=0 TSval=2375279052 TSecr=954184603 SLE=4426112 SRE=4434680"
"1687","225.177234786","52.85.132.73","100.94.78.223","TLSv1.3","6395","Application Data"
"1688","225.177237772","100.94.78.223","52.85.132.73","TCP","78","[TCP Dup ACK 1683#2] 47546  >  443 [ACK] Seq=12785 Ack=4424684 Win=3170304 Len=0 TSval=2375279053 TSecr=954184603 SLE=4426112 SRE=4441009"
"1689","225.184728252","52.85.132.73","100.94.78.223","TCP","66","443  >  47546 [ACK] Seq=4441009 Ack=12785 Win=123392 Len=0 TSval=954184612 TSecr=2375279052"
"1690","225.185327235","52.85.132.73","100.94.78.223","TLSv1.3","1494","[TCP Fast Retransmission] , Application Data"
"1691","225.185336354","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12785 Ack=4441009 Win=3160832 Len=0 TSval=2375279061 TSecr=954184613"
"1692","225.231082458","52.85.132.73","100.94.78.223","TCP","7206","443  >  47546 [ACK] Seq=4441009 Ack=12785 Win=123392 Len=7140 TSval=954184659 TSecr=2375279061 [TCP segment of a reassembled PDU]"
"1693","225.231082584","52.85.132.73","100.94.78.223","TCP","1126","[TCP Previous segment not captured] 443  >  47546 [PSH, ACK] Seq=4449577 Ack=12785 Win=123392 Len=1060 TSval=954184659 TSecr=2375279061 [TCP segment of a reassembled PDU]"
"1694","225.231109243","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12785 Ack=4448149 Win=3165824 Len=0 TSval=2375279107 TSecr=954184659"
"1695","225.231112522","100.94.78.223","52.85.132.73","TCP","78","[TCP Dup ACK 1694#1] 47546  >  443 [ACK] Seq=12785 Ack=4448149 Win=3165824 Len=0 TSval=2375279107 TSecr=954184659 SLE=4449577 SRE=4450637"
"1696","225.231646598","52.85.132.73","100.94.78.223","TCP","8634","443  >  47546 [PSH, ACK] Seq=4450637 Ack=12785 Win=123392 Len=8568 TSval=954184659 TSecr=2375279061 [TCP segment of a reassembled PDU]"
"1697","225.231651543","100.94.78.223","52.85.132.73","TCP","78","[TCP Dup ACK 1694#2] 47546  >  443 [ACK] Seq=12785 Ack=4448149 Win=3165824 Len=0 TSval=2375279108 TSecr=954184659 SLE=4449577 SRE=4459205"
"1698","225.232585433","52.85.132.73","100.94.78.223","TCP","6100","[TCP Previous segment not captured] 443  >  47546 [PSH, ACK] Seq=4460633 Ack=12785 Win=123392 Len=6034 TSval=954184660 TSecr=2375279061 [TCP segment of a reassembled PDU]"
"1699","225.232590479","100.94.78.223","52.85.132.73","TCP","86","[TCP Dup ACK 1694#3] 47546  >  443 [ACK] Seq=12785 Ack=4448149 Win=3165824 Len=0 TSval=2375279109 TSecr=954184659 SLE=4460633 SRE=4466667 SLE=4449577 SRE=4459205"
"1700","225.233459105","52.85.132.73","100.94.78.223","TCP","8634","443  >  47546 [PSH, ACK] Seq=4466667 Ack=12785 Win=123392 Len=8568 TSval=954184661 TSecr=2375279061 [TCP segment of a reassembled PDU]"
"1701","225.234441479","52.85.132.73","100.94.78.223","TLSv1.3","8634","Application Data"
"1702","225.234465200","100.94.78.223","52.85.132.73","TCP","86","[TCP Dup ACK 1694#4] 47546  >  443 [ACK] Seq=12785 Ack=4448149 Win=3165824 Len=0 TSval=2375279111 TSecr=954184659 SLE=4460633 SRE=4483803 SLE=4449577 SRE=4459205"
"1703","225.235309047","52.85.132.73","100.94.78.223","TCP","2922","443  >  47546 [ACK] Seq=4483803 Ack=12785 Win=123392 Len=2856 TSval=954184663 TSecr=2375279061 [TCP segment of a reassembled PDU]"
"1704","225.235419158","52.85.132.73","100.94.78.223","TLSv1.3","5778","Application Data"
"1705","225.236328897","100.94.78.223","52.85.132.73","TCP","86","[TCP Dup ACK 1694#5] 47546  >  443 [ACK] Seq=12785 Ack=4448149 Win=3165824 Len=0 TSval=2375279112 TSecr=954184659 SLE=4460633 SRE=4492371 SLE=4449577 SRE=4459205"
"1706","225.236367316","52.85.132.73","100.94.78.223","TLSv1.3","8634","Application Data"
"1707","225.237356956","52.85.132.73","100.94.78.223","TLSv1.3","8634","Application Data"
"1708","225.237383858","100.94.78.223","52.85.132.73","TCP","86","[TCP Dup ACK 1694#6] 47546  >  443 [ACK] Seq=12785 Ack=4448149 Win=3165824 Len=0 TSval=2375279113 TSecr=954184659 SLE=4460633 SRE=4509507 SLE=4449577 SRE=4459205"
"1709","225.238274310","52.85.132.73","100.94.78.223","TLSv1.3","8634","Application Data"
"1710","225.239276928","52.85.132.73","100.94.78.223","TLSv1.3","8634","Application Data"
"1711","225.239289743","100.94.78.223","52.85.132.73","TCP","86","[TCP Dup ACK 1694#7] 47546  >  443 [ACK] Seq=12785 Ack=4448149 Win=3165824 Len=0 TSval=2375279115 TSecr=954184659 SLE=4460633 SRE=4526643 SLE=4449577 SRE=4459205"
"1712","225.240267443","52.85.132.73","100.94.78.223","TLSv1.3","8634","Application Data"
"1713","225.241145952","52.85.132.73","100.94.78.223","TLSv1.3","8634","Application Data, Application Data"
"1714","225.241277661","100.94.78.223","52.85.132.73","TCP","86","[TCP Dup ACK 1694#8] 47546  >  443 [ACK] Seq=12785 Ack=4448149 Win=3165824 Len=0 TSval=2375279117 TSecr=954184659 SLE=4460633 SRE=4543779 SLE=4449577 SRE=4459205"
"1715","225.242166338","52.85.132.73","100.94.78.223","TCP","4350","443  >  47546 [PSH, ACK] Seq=4543779 Ack=12785 Win=123392 Len=4284 TSval=954184670 TSecr=2375279107 [TCP segment of a reassembled PDU]"
"1716","225.242530866","52.85.132.73","100.94.78.223","TLSv1.3","10062","Application Data"
"1717","225.243156840","100.94.78.223","52.85.132.73","TCP","86","[TCP Dup ACK 1694#9] 47546  >  443 [ACK] Seq=12785 Ack=4448149 Win=3165824 Len=0 TSval=2375279119 TSecr=954184659 SLE=4460633 SRE=4558059 SLE=4449577 SRE=4459205"
"1718","225.243396875","52.85.132.73","100.94.78.223","TLSv1.3","1494","[TCP Fast Retransmission] , Application Data"
"1719","225.243402940","100.94.78.223","52.85.132.73","TCP","78","47546  >  443 [ACK] Seq=12785 Ack=4459205 Win=3154816 Len=0 TSval=2375279119 TSecr=954184671 SLE=4460633 SRE=4558059"
"1720","225.243618281","52.85.132.73","100.94.78.223","TCP","1494","[TCP Out-Of-Order] 443  >  47546 [ACK] Seq=4459205 Ack=12785 Win=123392 Len=1428 TSval=954184671 TSecr=2375279109"
"1721","225.243621263","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12785 Ack=4558059 Win=3112832 Len=0 TSval=2375279120 TSecr=954184671"
"1722","225.243705329","52.85.132.73","100.94.78.223","TCP","5778","443  >  47546 [PSH, ACK] Seq=4558059 Ack=12785 Win=123392 Len=5712 TSval=954184671 TSecr=2375279109 [TCP segment of a reassembled PDU]"
"1723","225.243707866","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12785 Ack=4563771 Win=3153536 Len=0 TSval=2375279120 TSecr=954184671"
"1724","225.244334465","52.85.132.73","100.94.78.223","TLSv1.3","2922","Application Data"
"1725","225.244341869","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12785 Ack=4566627 Win=3168128 Len=0 TSval=2375279120 TSecr=954184672"
"1726","225.244412523","52.85.132.73","100.94.78.223","TCP","1494","443  >  47546 [PSH, ACK] Seq=4566627 Ack=12785 Win=123392 Len=1428 TSval=954184672 TSecr=2375279109 [TCP segment of a reassembled PDU]"
"1727","225.244815633","52.85.132.73","100.94.78.223","TCP","1494","443  >  47546 [ACK] Seq=4568055 Ack=12785 Win=123392 Len=1428 TSval=954184672 TSecr=2375279111 [TCP segment of a reassembled PDU]"
"1728","225.244819729","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12785 Ack=4569483 Win=3168896 Len=0 TSval=2375279121 TSecr=954184672"
"1729","225.244857922","52.85.132.73","100.94.78.223","TLSv1.3","1494","Application Data"
"1730","225.245150477","52.85.132.73","100.94.78.223","TCP","2922","443  >  47546 [ACK] Seq=4570911 Ack=12785 Win=123392 Len=2856 TSval=954184673 TSecr=2375279111 [TCP segment of a reassembled PDU]"
"1731","225.245162517","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12785 Ack=4573767 Win=3170304 Len=0 TSval=2375279121 TSecr=954184672"
"1732","225.245235782","52.85.132.73","100.94.78.223","TLSv1.3","5778","Application Data"
"1733","225.245242599","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12785 Ack=4579479 Win=3170304 Len=0 TSval=2375279121 TSecr=954184673"
"1734","225.246189247","52.85.132.73","100.94.78.223","TLSv1.3","8634","Application Data"
"1735","225.246233518","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12785 Ack=4588047 Win=3170304 Len=0 TSval=2375279122 TSecr=954184674"
"1736","225.247155237","52.85.132.73","100.94.78.223","TLSv1.3","8634","Application Data, Application Data"
"1737","225.247195792","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12785 Ack=4596615 Win=3170304 Len=0 TSval=2375279123 TSecr=954184675"
"1738","225.248129090","52.85.132.73","100.94.78.223","TLSv1.3","8634","Application Data"
"1739","225.248149034","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12785 Ack=4605183 Win=3170304 Len=0 TSval=2375279124 TSecr=954184676"
"1740","225.249026248","52.85.132.73","100.94.78.223","TCP","5778","443  >  47546 [ACK] Seq=4605183 Ack=12785 Win=123392 Len=5712 TSval=954184677 TSecr=2375279113 [TCP segment of a reassembled PDU]"
"1741","225.249036737","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12785 Ack=4610895 Win=3170304 Len=0 TSval=2375279125 TSecr=954184677"
"1742","225.249110634","52.85.132.73","100.94.78.223","TCP","1494","443  >  47546 [PSH, ACK] Seq=4610895 Ack=12785 Win=123392 Len=1428 TSval=954184677 TSecr=2375279113 [TCP segment of a reassembled PDU]"
"1743","225.249852734","52.85.132.73","100.94.78.223","TLSv1.3","1350","Application Data"
"1744","225.249955534","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12785 Ack=4613607 Win=3170304 Len=0 TSval=2375279126 TSecr=954184677"
"1745","225.292917789","52.85.132.73","100.94.78.223","TCP","5778","443  >  47546 [ACK] Seq=4613607 Ack=12785 Win=123392 Len=5712 TSval=954184720 TSecr=2375279126 [TCP segment of a reassembled PDU]"
"1746","225.293064557","52.85.132.73","100.94.78.223","TCP","2922","443  >  47546 [PSH, ACK] Seq=4619319 Ack=12785 Win=123392 Len=2856 TSval=954184720 TSecr=2375279126 [TCP segment of a reassembled PDU]"
"1747","225.293178181","100.94.78.223","52.85.132.73","TCP","66","47546  >  443 [ACK] Seq=12785 Ack=4622175 Win=3170304 Len=0 TSval=2375279169 TSecr=954184720"
"1748","225.293338443","52.85.132.73","100.94.78.223","TCP","2896","[TCP Previous segment not captured] 443  >  47546 [PSH, ACK] Seq=4623603 Ack=12785 Win=123392 Len=2830 TSval=954184721 TSecr=2375279126 [TCP segment of a reassembled PDU]"
"1749","225.293342964","100.94.78.223","52.85.132.73","TCP","78","[TCP Dup ACK 1747#1] 47546  >  443 [ACK] Seq=12785 Ack=4622175 Win=3170304 Len=0 TSval=2375279169 TSecr=954184720 SLE=4623603 SRE=4626433"
